Food Name,State,Type,Allergic Ingredients,Total Calories,Total Carbs,Total Fats,Total Protein,Total Sugar,Total Sodium,Vitamin Content,Rasa (Taste),Guna (Qualities),Virya (Potency),Vipaka (Post-digestive Effect),Prabhava (Special Effect),Dosha Impact,Mapped_Ingredients
Himachali Rajma,Himachal Pradesh,Veg,None,250,40,5,12,3,300,"Vitamin B, C","Varies (Sweet/Astringent/Bitter); Astringent, Sweet","Light to Heavy, Dry to Oily (Varies); Light, Dry",Cooling,Sweet or Pungent; Pungent,"Nourishing, Satiety-giving; Protein-rich","Generally balances Pitta, effects on Vata/Kapha vary; Balances Kapha & Pitta, may aggravate Vata","Himachali, Kidney beans"
Methi Paratha,Himachal Pradesh,Veg,Gluten,300,50,10,8,6,400,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Methi
Chicken Korma,Himachal Pradesh,Non-Veg,Dairy,400,20,25,30,4,600,"Vitamin B, C","Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Korma"
Gajar Halwa,Himachal Pradesh,Veg,Dairy,300,25,10,20,15,350,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Carrot, Halwa"
Vegetable Khichdi,Himachal Pradesh,Veg,None,350,55,10,12,5,450,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Vegetable, Khichdi"
Himachali Masoor Dal,Himachal Pradesh,Veg,None,220,40,5,10,2,350,"Vitamin B, C","Varies (Sweet/Astringent/Bitter); Astringent, Sweet","Light to Heavy, Dry to Oily (Varies); Light, Dry",Cooling,Sweet or Pungent; Pungent,"Nourishing, Satiety-giving; Protein-rich; Protein-rich, cleansing","Generally balances Pitta, effects on Vata/Kapha vary; Balances Kapha & Pitta; Balances Kapha & Pitta, may aggravate Vata","Himachali, Masoor dal, Lentil"
Egg Bhurji,Himachal Pradesh,Non-Veg,None,350,10,20,25,3,400,"Vitamin B, C","Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Egg, Bhurji"
Himachali Aloo Gobi,Himachal Pradesh,Veg,None,200,20,7,6,4,250,"Vitamin A, C","Varies (Sweet/Astringent/Bitter); Sweet, Astringent","Light to Heavy, Dry to Oily (Varies); Heavy, Dry",Cooling,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary; Balances Pitta, aggravates Vata & Kapha","Himachali, Potato, Gobi"
Fish Fry,Himachal Pradesh,Non-Veg,None,300,15,20,25,2,350,"Vitamin B, D","Sweet, Salty","Heavy, Oily",Heating,Sweet,Strength-giving,"Balances Vata, may aggravate Pitta & Kapha",Fish
Bhutta,Himachal Pradesh,Veg,None,150,35,2,6,8,150,Vitamin C,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Bhutta
Mutton Korma,Himachal Pradesh,Non-Veg,None,500,20,30,35,4,700,"Vitamin B, C","Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Mutton, Korma"
Vegetable Pakora,Himachal Pradesh,Veg,Gluten,400,30,20,12,7,500,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Vegetable
Aloo Tikki,Himachal Pradesh,Veg,Gluten,250,30,12,6,4,350,"Vitamin B, C","Sweet, Astringent; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Satiety-giving; Nourishing, Satiety-giving","Balances Pitta, aggravates Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Potato, Tikki"
Chole Chaat,Himachal Pradesh,Veg,None,200,30,5,8,3,250,"Vitamin B, C","Astringent, Sweet; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Pungent; Sweet or Pungent,"Grounding, protein-rich; Nourishing, Satiety-giving","May aggravate Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chickpea, Chaat"
Himachali Mutton Curry,Himachal Pradesh,Non-Veg,None,500,15,30,35,4,650,"Vitamin B, C","Varies (Sweet/Astringent/Bitter); Sweet, Salty","Light to Heavy, Dry to Oily (Varies); Heavy, Oily",Heating,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Strength-giving","Generally balances Pitta, effects on Vata/Kapha vary; Balances Vata, may aggravate Pitta & Kapha","Himachali, Mutton"
Dum Aloo,Himachal Pradesh,Veg,None,300,40,12,10,6,350,"Vitamin A, C","Varies (Sweet/Astringent/Bitter); Sweet, Astringent","Light to Heavy, Dry to Oily (Varies); Heavy, Dry",Cooling,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary; Balances Pitta, aggravates Vata & Kapha","Dum, Potato"
Pulao,Himachal Pradesh,Veg,None,350,60,12,8,5,400,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Pulao
Egg Curry,Himachal Pradesh,Non-Veg,None,400,10,25,30,2,500,"Vitamin B, C","Sweet, Salty","Heavy, Oily",Heating,Sweet,Strength-giving,"Balances Vata, may aggravate Pitta & Kapha",Egg
Bajra Khichdi,Haryana,Veg,Gluten,320,60,10,12,3,500,"Vitamin A, B",Sweet; Varies (Sweet/Astringent/Bitter),"Light, Soft; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Nourishing; Nourishing, Satiety-giving","Balances Vata & Pitta, may increase Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Bajra, Khichdi"
Besan Masala Roti,Haryana,Veg,Gluten,200,35,8,7,2,400,"Vitamin B, E",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Besan, Roti"
Kachri ki Sabzi,Haryana,Veg,None,180,28,7,6,4,350,Vitamin C,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kachri
Bajra Roti,Haryana,Vegan,Gluten,250,45,5,9,1,200,Vitamin B,Sweet; Varies (Sweet/Astringent/Bitter),"Light, Soft; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Nourishing; Nourishing, Satiety-giving","Balances Vata & Pitta, may increase Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Bajra, Roti"
Churma,Haryana,Veg,"Gluten, Dairy",400,50,15,5,20,250,Vitamin A,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Churma
Dahi Bhalla,Haryana,Veg,"Dairy, Gluten",280,35,10,6,5,500,Vitamin B,"Sour, Astringent; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Cooling,Sour/Pungent; Sweet or Pungent,"Probiotic, cooling; Nourishing, Satiety-giving","Balances Pitta, may aggravate Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Yogurt, Bhalla"
Methi Thepla,Haryana,Veg,Gluten,300,40,12,8,2,450,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Methi, Thepla"
Hara Dhania Chutney,Haryana,Vegan,None,50,10,2,1,1,100,"Vitamin C, A",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Hara, Dhania"
Kadhi Pakora,Haryana,Veg,"Gluten, Dairy",400,45,18,10,6,600,"Vitamin B, E",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kadhi
Bajre ki Khichdi,Haryana,Vegan,Gluten,300,50,8,11,2,450,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Bajre, Khichdi"
Chole Bhature,Haryana,Veg,Gluten,450,55,20,15,4,700,Vitamin B,"Astringent, Sweet; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Pungent; Sweet or Pungent,"Grounding, protein-rich; Nourishing, Satiety-giving","May aggravate Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chickpea, Bhature"
Kachori,Haryana,Veg,Gluten,350,40,18,8,2,550,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kachori
Ghevar,Haryana,Veg,"Dairy, Gluten",500,60,25,4,40,300,"Vitamin A, E",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Ghevar
Paneer Pakora,Haryana,Veg,"Dairy, Gluten",350,35,20,12,3,450,"Vitamin B, D",Sweet,"Heavy, Oily",Cooling,Sweet,Nourishing,"Balances Vata, increases Kapha",Paneer
Bajre ki Roti,Haryana,Vegan,Gluten,220,38,6,9,1,200,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Bajre, Roti"
Dahi Aloo,Haryana,Veg,Dairy,280,40,10,6,4,300,"Vitamin B, C","Sour, Astringent; Sweet, Astringent","Heavy, Oily; Heavy, Dry",Cooling,Sour/Pungent; Sweet,"Probiotic, cooling; Satiety-giving","Balances Pitta, may aggravate Kapha; Balances Pitta, aggravates Vata & Kapha","Yogurt, Potato"
Sarson ka Saag,Haryana,Vegan,None,250,20,15,9,2,350,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Sarson, Saag"
Makai Roti,Haryana,Vegan,Gluten,200,40,5,7,1,150,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Makai, Roti"
Aloo Paratha,Haryana,Veg,"Gluten, Dairy",400,60,18,10,4,500,"Vitamin B, D","Sweet, Astringent","Heavy, Dry",Cooling,Sweet,Satiety-giving,"Balances Pitta, aggravates Vata & Kapha",Potato
Dal Makhni,Haryana,Veg,Dairy,450,50,22,18,3,600,Vitamin B,"Astringent, Sweet; Varies (Sweet/Astringent/Bitter)","Light, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Pungent; Sweet or Pungent,"Protein-rich, cleansing; Nourishing, Satiety-giving","Balances Kapha & Pitta, may aggravate Vata; Generally balances Pitta, effects on Vata/Kapha vary","Lentil, Makhni"
Lassi,Haryana,Veg,Dairy,250,35,10,5,25,150,"Vitamin D, B",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Lassi
Bajra Kheer,Haryana,Veg,Dairy,350,50,12,8,20,250,"Vitamin A, C",Sweet; Varies (Sweet/Astringent/Bitter),"Light, Soft; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Nourishing; Nourishing, Satiety-giving","Balances Vata & Pitta, may increase Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Bajra, Kheer"
Kadhi,Haryana,Veg,"Dairy, Gluten",300,35,10,8,5,400,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kadhi
Methi Paratha,Haryana,Veg,Gluten,300,45,15,8,3,350,"Vitamin A, B",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Methi
Aloo Gobhi,Haryana,Veg,None,200,30,8,5,3,400,Vitamin C,"Sweet, Astringent; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Satiety-giving; Nourishing, Satiety-giving","Balances Pitta, aggravates Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Potato, Cauliflower"
Missi Roti,Haryana,Vegan,Gluten,230,35,7,9,2,250,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Missi, Roti"
Bhalle,Haryana,Veg,"Gluten, Dairy",300,35,12,8,4,400,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Bhalle
Chana Dal,Haryana,Vegan,None,320,45,10,12,2,300,Vitamin B,"Astringent, Sweet","Heavy, Dry; Light, Dry",Cooling,Pungent,"Grounding, protein-rich; Protein-rich, cleansing","May aggravate Vata & Kapha; Balances Kapha & Pitta, may aggravate Vata","Chickpea, Lentil"
Methi Gajar,Haryana,Vegan,None,180,20,7,5,2,150,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Methi, Carrot"
Raita,Haryana,Veg,Dairy,120,10,5,3,4,200,"Vitamin D, B",,,,,,,
Aloo Methi,Haryana,Veg,None,220,30,8,5,3,300,"Vitamin A, C","Sweet, Astringent; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Satiety-giving; Nourishing, Satiety-giving","Balances Pitta, aggravates Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Potato, Methi"
Churma Ladoo,Haryana,Veg,"Gluten, Dairy",400,50,15,5,20,250,Vitamin A,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Churma, Ladoo"
Tinda Masala,Haryana,Vegan,None,150,20,5,4,2,200,"Vitamin C, A",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Tinda
Rajma,Haryana,Vegan,None,350,50,10,15,4,450,"Vitamin B, C","Astringent, Sweet","Light, Dry",Cooling,Pungent,Protein-rich,"Balances Kapha & Pitta, may aggravate Vata",Kidney beans
Bhindi Masala,Haryana,Vegan,None,200,25,8,7,3,300,"Vitamin A, B",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Okra
Pinni,Haryana,Veg,"Dairy, Nuts",450,50,20,8,35,300,"Vitamin E, B",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Pinni
Jeera Aloo,Haryana,Vegan,None,200,30,8,4,2,300,Vitamin C,"Pungent, Bitter; Sweet, Astringent","Light, Dry; Heavy, Dry",Heating,Pungent; Sweet,Carminative; Satiety-giving,"Balances Kapha, mildly increases Pitta; Balances Pitta, aggravates Vata & Kapha","Cumin, Potato"
Besan ki Roti,Haryana,Vegan,Gluten,250,35,8,9,2,350,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Besan, Roti"
Dahi Ka Raita,Haryana,Veg,Dairy,120,12,6,3,5,200,"Vitamin D, B","Sour, Astringent","Heavy, Oily",Cooling,Sour/Pungent,"Probiotic, cooling","Balances Pitta, may aggravate Kapha",Yogurt
Aloo Bhujia,Haryana,Veg,None,250,35,12,6,3,400,Vitamin C,"Sweet, Astringent; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Satiety-giving; Nourishing, Satiety-giving","Balances Pitta, aggravates Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Potato, Bhujia"
Makki ki Roti,Haryana,Vegan,None,200,38,5,7,2,250,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Makki, Roti"
Khichdi,Haryana,Vegan,None,300,50,8,11,2,450,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Khichdi
Moong Dal Halwa,Haryana,Veg,Dairy,450,60,20,8,30,400,"Vitamin A, B","Astringent, Sweet; Varies (Sweet/Astringent/Bitter)","Light, Easy to Digest; Light, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Pungent; Sweet or Pungent,"Soothing, easy on digestion; Protein-rich, cleansing; Nourishing, Satiety-giving","Balances Pitta & Kapha, may aggravate Vata; Balances Kapha & Pitta, may aggravate Vata; Generally balances Pitta, effects on Vata/Kapha vary","Moong dal, Lentil, Halwa"
Tamatar Chutney,Haryana,Vegan,None,60,8,3,1,4,150,"Vitamin C, A",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Tomato
Kadhi Chawal,Haryana,Veg,"Gluten, Dairy",350,50,15,10,5,500,"Vitamin B, D",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Kadhi, Chawal"
Chana Masala,Haryana,Vegan,None,300,45,12,10,3,450,Vitamin B,"Astringent, Sweet","Heavy, Dry",Cooling,Pungent,"Grounding, protein-rich",May aggravate Vata & Kapha,Chickpea
Baigan Bharta,Haryana,Vegan,None,180,20,7,5,2,300,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Baigan, Bharta"
Masala Chaach,Haryana,Veg,Dairy,100,10,5,2,6,200,"Vitamin D, B",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Chaach
Biryani,Haryana,Non-Veg,None,500,60,20,15,5,700,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Biryani
Aloo Methi Paratha,Haryana,Veg,Gluten,350,50,15,10,3,400,"Vitamin A, B","Sweet, Astringent; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Satiety-giving; Nourishing, Satiety-giving","Balances Pitta, aggravates Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Potato, Methi"
Gond ke Laddu,Haryana,Veg,"Dairy, Nuts",400,50,20,12,25,300,"Vitamin A, E",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Gond
Gur Chana,Haryana,Vegan,None,200,30,8,6,4,150,"Vitamin B, C","Sweet; Astringent, Sweet","Heavy, Oily; Heavy, Dry",Cooling,Sweet; Pungent,"Detoxifying (when used warm); Grounding, protein-rich","Balances Vata, may increase Kapha; May aggravate Vata & Kapha","Jaggery, Chickpea"
Kachri ki Chutney,Haryana,Vegan,None,50,10,1,1,1,100,Vitamin C,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kachri
Masala Papad,Haryana,Veg,Gluten,120,15,6,3,4,250,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Papad
Pulao,Haryana,Veg,None,350,55,12,8,5,400,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Pulao
